gc_orgID,rg,harmonized_name,nom_harmonisé,Abbreviation,Abreviation,infobaseID,website,site_web,open_gov_ouvert,ati,pop,phoenix
3434,176,Parliamentary Protective Service,Service de protection parlementaire,,,554,,,,Not Found,PPS,
3435,,Aéroport de Québec Inc.,Aéroport de Québec Inc.,,,5,www.aeroportdequebec.com,www.aeroportdequebec.com,,Not Found,,
3436,,Aéroports de Montréal,Aéroports de Montréal,,,6,www.admtl.com,www.admtl.com,,Not Found,,
3437,,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,,,9,www.asiapacific.ca,www.asiapacific.ca,apfc-fapc,Asia Pacific Foundation of Canada,,
3438,,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,,,11,www.acls-aatc.ca,www.acls-aatc.ca,,Not Found,,
3439,,Belledune Port Authority,Administration portuaire de Belledune,,,16,www.portofbelledune.ca,www.portofbelledune.ca,pb,Belledune Port Authority,,
3440,,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,,,19,www.peacebridge.com,www.peacebridge.com,,Not Found,,
3441,,Calgary Airport Authority,Administration aéroportuaire de Calgary,,,21,www.yyc.com,www.yyc.com,,Not Found,,
3442,,WinSport,WinSport,,,22,www.winsport.ca,www.winsport.ca,,Not Found,,
3443,,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,,,35,www.innovation.ca,www.innovation.ca,innovation,Canada Foundation for Innovation,,
3444,,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,,,36,www.sdtc.ca,www.sdtc.ca,,Sustainable Development Technology Canada,,
3445,,Canada Games Council,Conseil des Jeux du Canada,,,37,www.canadagames.ca,www.canadagames.ca,,Not Found,,
3446,,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,,,38,www.infoway-inforoute.ca,www.infoway-inforoute.ca,,Not Found,,
3447,,Canada Media Fund,Fonds des médias du Canada,,,41,www.cmf-fmc.ca,www.cmf-fmc.ca,,Not Found,,
3448,,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,,,48,www.cnlopb.ca,www.ctnlohe.ca,cnlopb,Canada-Newfoundland and Labrador Offshore Petroleum Board,CFO,
3449,,Canada-Nova Scotia Offshore Petroleum Board,Office Canada-Nouvelle-Écosse des hydrocarbures extracôtiers,,,49,www.cnsopb.ns.ca,www.ocnehe.ca,,Canada-Nova-Scotia Offshore Petroleum Board,CNO,
3450,,Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),,,50,www.cadth.ca,www.cadth.ca/fr,,Not Found,,
3451,,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,,,56,www.ccsa.ca,www.ccsa.ca,,Not Found,,
3452,,Canadian Energy Research Institute,Canadian Energy Research Institute,,,62,www.ceri.ca,www.ceri.ca,,Not Found,,
3453,,Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),,,73,www.cihi.ca,www.icis.ca,,Not Found,,
3454,,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,,,80,www.clrc.ca,www.clrc.ca,,Not Found,,
3455,,Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),,,89,www.partnershipagainstcancer.ca,www.partenariatcontrelecancer.ca/fr,,Not Found,,
3456,,Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP),,,90,www.patientsafetyinstitute.ca/English/Pages/default.aspx,www.patientsafetyinstitute.ca/french/pages/default.aspx,,Not Found,,
3457,,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,,,96,www.csiontario.ca/home,www.csiontario.ca/home/fr,,Not Found,,
3458,,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,,,105,www.flypei.com,www.flypei.com,,Not Found,,
3459,,Coaching Association of Canada,Association canadienne des entraîneurs,,,107,www.coach.ca,www.coach.ca,,Not Found,,
3461,,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,,,142,www.flyeia.com,www.flyeia.com,,Not Found,,
3462,,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,,,156,www.frederictonairport.ca,www.frederictonairport.ca,,Not Found,,
3463,,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,,,158,www.ganderairport.com,www.ganderairport.com,,Not Found,,
3464,,Greater London International Airport Authority,Greater London International Airport Authority,,,164,www.flylondon.ca,www.flylondon.ca,,Not Found,,
3465,,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,,,165,www.cyqm.ca,www.cyqm.ca,,Not Found,,
3466,,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,,,166,www.torontopearson.com,www.torontopearson.com,,Not Found,,
3467,,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,,,167,www.hiaa.ca,www.hiaa.ca,,Not Found,,
3468,,Halifax Port Authority,Administration portuaire d'Halifax,,,168,www.portofhalifax.ca,www.portofhalifax.ca,halpa-aphal,Halifax Port Authority,,
3469,,Hamilton Port Authority,Administration portuaire de Hamilton,,,169,www.hamiltonport.ca,www.hamiltonport.ca,hampa-apham,Hamilton-Oshawa Port Authority,,
3470,,Institut national du sport du Québec,Institut national du sport du Québec,,,180,www.insquebec.org,www.insquebec.org,,Not Found,,
3471,,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,,,182,www.cfta-alec.ca,www.cfta-alec.ca,,Not Found,,
3472,,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,,,188,,,,Not Found,,
3473,,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,,,195,www.lwcb.ca,www.lwcb.ca,,Not Found,,
3474,,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,,,203,www.gnb.ca/4532/index-e.asp,www.gnb.ca/4532/index-f.asp,,Not Found,,
3475,,Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),,,206,www.mentalhealthcommission.ca,www.commissionsantementale.ca,,Not Found,,
3476,,Milit-Air Inc.,Milit-Air Inc.,,,208,,,,Not Found,,
3477,,Montréal Port Authority,Administration portuaire de Montréal,,,212,www.port-montreal.com,www.port-montreal.com,mpa-apm,Montreal Port Authority,,
3478,,Nanaimo Port Authority,Administration portuaire de Nanaimo,,,214,www.npa.ca,www.npa.ca,nnpa-apn,Nanaimo Port Authority,,
3479,,"Nature Trust of British Columbia, The","Nature Trust of British Columbia, The",,,231,www.naturetrust.bc.ca,www.naturetrust.bc.ca,,Not Found,,
3480,,NAV CANADA,NAV CANADA,,,232,www.navcanada.ca,www.navcanada.ca,,Not Found,,
3481,,Oshawa Port Authority,Administration portuaire d'Oshawa,,,258,www.portofoshawa.ca,www.portofoshawa.ca,opa-apd,Not Found,,
3482,,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,,,259,www.yow.ca,www.yow.ca,,Not Found,,
3483,,Ouranos Consortium,Consortium Ouranos,,,260,www.ouranos.ca,www.ouranos.ca,,Not Found,,
3484,,"Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La",,,269,www.trudeaufoundation.ca,www.fondationtrudeau.ca,petf-fpet,Pierre Eliott Trudeau Foundation,,
3485,,Porcupine Caribou Management Board,Porcupine Caribou Management Board,,,270,www.pcmb.ca,www.pcmb.ca,,Not Found,,
3486,,Port Alberni Port Authority,Administration portuaire de Port Alberni,,,271,www.portalberniportauthority.ca,www.portalberniportauthority.ca,papa-appa,Port Alberni Port Authority,,
3488,,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,,,275,www.pgairport.ca,www.pgairport.ca,,Not Found,,
3489,,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,,,276,www.rupertport.com,www.rupertport.com,prpa-appr,Prince Rupert Port Authority,,
3490,,Québec Port Authority,Administration portuaire de Québec,,,286,www.portquebec.ca,www.portquebec.ca,qpa-apq,Quebec Port Authority,,
3491,,Regina Airport Authority Inc.,Regina Airport Authority Inc.,,,287,www.yqr.ca,www.yqr.ca,,Not Found,,
3492,,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,,,293,www.fdr.net,www.fdr.net,,Not Found,,
3493,,Saguenay Port Authority,Administration portuaire du Saguenay,,,298,www.portsaguenay.ca,www.portsaguenay.ca,spa-aps,Saguenay Port Authority,,
3494,,Saint John Airport Inc.,Saint John Airport Inc.,,,299,www.saintjohnairport.com,www.saintjohnairport.com,,Not Found,,
3495,,Saint John Port Authority,Administration portuaire de Saint John,,,300,www.sjport.com,www.sjport.com,stjpa-apstj,Saint John Port Authority,,
3496,,Saskatoon Airport Authority,Saskatoon Airport Authority,,,301,www.yxe.ca,www.yxe.ca,,Not Found,,
3497,,Sept-Îles Port Authority,Administration portuaire de Sept-Îles,,,304,www.portsi.com,www.portsi.com,psi,Sept-Îles Port Authority,,
3498,,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada,,,308,www.crdsc-sdrcc.ca,www.crdsc-sdrcc.ca,,Not Found,,
3499,,St. John's International Airport Authority,St. John's International Airport Authority,,,309,www.stjohnsairport.com,www.stjohnsairport.com,,Not Found,,
3500,,St. John's Port Authority,Administration portuaire de St. John's,,,310,www.sjpa.com,www.sjpa.com,,St. John's Port Authority,,
3501,,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent,,,311,www.greatlakes-seaway.com,www.greatlakes-seaway.com,,Not Found,,
3502,,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.,,,316,www.terryfoxawards.ca,www.terryfoxawards.ca,,Not Found,,
3503,,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,,,318,www.tbairport.on.ca,www.tbairport.on.ca,,Not Found,,
3504,,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,,,319,www.portofthunderbay.com,www.portofthunderbay.com,tbpa-aptb,Thunder Bay Port Authority,,
3506,,Toronto Port Authority,Administration portuaire de Toronto,,,321,www.portstoronto.com,www.portstoronto.com,tpa-apt,Toronto Port Authority,,
3507,,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières,,,327,www.porttr.com,www.porttr.com,ptr,Trois-Rivières Port Authority,,
3508,,TV5 Québec Canada,TV5 Québec Canada,,,328,www.tv5.ca,www.tv5.ca,,Not Found,,
3509,,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser,,,329,www.portmetrovancouver.com,www.portmetrovancouver.com,vfpa-apvf,Vancouver Fraser Port Authority,,
3510,,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver,,,330,www.yvr.ca,www.yvr.ca,,Not Found,,
3511,,Victoria Airport Authority,Autorité aéroportuaire de Victoria,,,335,www.victoriaairport.com,www.victoriaairport.com,,Not Found,,
3512,,Waterfront Toronto,Waterfront Toronto,,,336,www.waterfrontoronto.ca,www.waterfrontoronto.ca,,Not Found,,
3513,,Wildlife Habitat Canada,Habitat faunique Canada,,,337,www.whc.org,www.whc.org/fr,,Not Found,,
3514,,Windsor Port Authority,Administration portuaire de Windsor,,,338,www.portwindsor.com,www.portwindsor.com,wpa-apw,Windsor Port Authority,,
3515,,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,,,340,www.waa.ca,www.waa.ca,,Not Found,,
3516,,Canadian Foundation for Healthcare Improvement (CFHI),Fondation canadienne pour l'amélioration des services de santé (FCASS),,,547,www.cfhi-fcass.ca,www.fcass-cfhi.ca,,Not Found,,
3517,,Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC),,,559,https://www.healthcareexcellence.ca/en/,https://www.healthcareexcellence.ca/fr/,,Not Found,,
3518,,Aboriginal Healing Foundation,Fondation autochtone de guérison,,,4,,,,Not Found,,
3519,,Canada Commonwealth Legacy Fund,Fonds du legs des Jeux du Commonwealth,,,28,,,,Not Found,,
3520,,Canadian Foundation for Climate and Atmospheric Sciences,Fondation canadienne pour les sciences du climat et de l'atmosphère,,,68,,,,Not Found,,
3521,,Canadian International Grains Institute,Institut international du Canada pour le grain,,,78,,,,Not Found,,
3522,,"Canadian Wheat Board, The","Commission canadienne du blé, La",,,100,,,,Not Found,,
3523,,Centre national multisport-Montréal,Centre national multisport – Montréal,,,104,,,,Not Found,,
3524,,First Nations Financial Management Board,Conseil de gestion financière des premières nations,,,153,,,fnfmb-cgfpn,First Nations Financial Management Board,,
3525,,First Nations Tax Commission,Commission de la fiscalité des premières nations,,,155,,,fntc-cfpn,First Nations Tax Commission,,
3526,,Health Council of Canada,Conseil canadien de la santé,,,171,,,,Not Found,,
3527,,International Centre for Human Rights and Democratic Development,Centre international des droits de la personne et du développement démocratique,,,184,,,,Not Found,,
3528,,PrioNet Canada,PrioNet Canada,,,277,,,,Not Found,,
3531,,Last Post Fund,Fonds du Souvenir,,,196,,,,Not Found,,
3532,,"Vanier Institute of the Family, The",L'Institut Vanier de la famille,,,332,,,,Not Found,,
3533,,Canadian Coast Guard,Garde côtière canadienne,,,57,https://www.ccg-gcc.gc.ca/index-eng.html,https://www.ccg-gcc.gc.ca/index-fra.html,,Not Found,,
3534,,Canadian Conservation Institute,Institut canadien de conservation,,,59,https://www.canada.ca/en/conservation-institute.html,https://www.canada.ca/fr/institut-conservation.html,,Not Found,,
3535,,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes,,,67,www.canada.ca/en/government/publicservice/benefitsmilitary/military-housing.html,www.canada.ca/fr/gouvernement/fonctionpublique/avantagesmilitaires/logements-militaires.html,,Not Found,,
3536,,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine,,,70,https://www.canada.ca/en/heritage-information-network.html,https://www.canada.ca/fr/reseau-information-patrimoine.html,,Not Found,,
3537,,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada,,,75,www.cipo.gc.ca,www.opic.gc.ca,,Not Found,,
3538,,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,,,88,www.cpma-acpm.agr.gc.ca,www.cpma-acpm.agr.gc.ca,,Not Found,,
3539,,CORCAN,CORCAN,,,115,,,,Not Found,,
3540,,Defence Research and Development Canada,Recherche et développement pour la défense Canada,,,120,www.drdc-rddc.gc.ca/en/,www.drdc-rddc.gc.ca/fr/,drdc-rddc,Not Found,,
3541,,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada,,,175,www.pgic-iogc.gc.ca/eng/1100110010002,www.pgic-iogc.gc.ca/fra/1100110010002/1100110010005,,Not Found,IOG,
3542,,Measurement Canada,Mesures Canada,,,204,www.ic.gc.ca/eic/site/mc-mc.nsf/eng/home,www.ic.gc.ca/eic/site/mc-mc.nsf/fra/accueil,,Not Found,,
3543,,Physical Resources Bureau,Direction générale des biens,,,268,www.international.gc.ca/international/index.aspx?lang=eng&view=d,www.international.gc.ca/international/index.aspx?lang=fra&view=d,,Not Found,,
3544,,Translation Bureau,Bureau de la traduction,,,323,www.tpsgc-pwgsc.gc.ca/bt-tb/index-eng.html,www.tpsgc-pwgsc.gc.ca/bt-tb/index-fra.html,,Not Found,,
3545,,Consulting and Audit Canada Revolving Fund,Fonds renouvelable de Conseils et Vérification Canada,,,112,,,,Not Found,,
3546,,Industrial Technologies Office,Office des technologies industrielles,,,179,,,,Not Found,,
3547,,Passport Canada,Passeport Canada,,,264,,,pptc,Not Found,,
3548,79,Payroll System General Ledger,Grand livre général du système de la paye,,,0,,,,Not Found,,
3549,87,Public Service Superannuation,Pension de retraite de la fonction publique,,,0,,,,Not Found,,
3552,,Bank of Canada Museum,Musée de la Banque du Canada,,,0,,,,Not Found,,
3553,,Canada Agriculture and Food Museum,Musée de l'agriculture et de l'alimentation du Canada,,,0,,,,Not Found,,
3554,,Canada Aviation and Space Museum,Musée de l'aviation et de l'espace du Canada,,,0,,,,Not Found,,
3555,,Canada Firearms Centre,Centre des armes à feu Canada,,,0,,,,Not Found,,
3556,,Canada Research Chairs,Chaires de recherche du Canada,,,0,,,,Not Found,,
3557,,Canadian Army,Armée canadienne,,,0,,,,Not Found,,
3558,,Canadian Judicial Council,Conseil canadien de la magistrature,,,0,,,,Not Found,,
3559,,Canadian Special Operations Forces Command,Commandement des Forces d'opérations spéciales du Canada,,,0,,,,Not Found,,
3560,,Canadian Trade Commissioner Service,Service des délégués commerciaux du Canada,,,0,,,,Not Found,,
3561,,Canadian War Museum,Musée canadien de la guerre,,,0,,,,Canadian Museum of History and the Canadian War Museum,,
3562,,Communications Research Centre Canada,Centre de recherches sur les communications Canada,,,0,,,,Not Found,,
3563,,Competition Bureau Canada,Bureau de la concurrence Canada,,,0,,,,Not Found,,
3564,,Competition Tribunal,Tribunal de la concurrence,,,0,,,ct-tc,Not Found,,
3565,,Court Martial Appeal Court of Canada,Cour d'appel de la cour martiale du Canada,,,0,,,,Not Found,,
3566,,Democratic Institutions,Institutions démocratiques,,,0,,,,Not Found,,
3568,,Environmental Protection Review Canada,Révision de la protection de l'environnement Canada,,,0,,,,Not Found,,
3569,,Federal Court of Appeal,Cour d'appel fédérale,,,0,,,,Not Found,,
3570,,Federal Court of Canada,Cour fédérale,,,0,,,,Not Found,,
3571,,Office of the Federal Ombudsperson for Victims Of Crime,Bureau de l'ombudsman fédéral des victimes d'actes criminels,,,0,,,,Not Found,,
3572,,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,,,0,,,hsmbc-clmhc,Historic Sites and Monuments Board of Canada,,
3573,,Independent Review Panel for Defence Acquisition,Commission indépendante d'examen des acquisitions de la Défense,,,0,,,,Not Found,,
3574,,Intergovernmental Affairs,Affaires intergouvernementales,,,0,,,iga-aig,Not Found,,
3575,,Judicial Compensation and Benefits Commission,Commission d'examen de la rémunération des juges,,,0,,,,Not Found,,
3577,,Leader of the Government in the House of Commons,Leader du gouvernement à la Chambre des communes,,,0,,,,Not Found,,
3578,,Management Advisory Board for the RCMP,Conseil consultatif de gestion pour la GRC,,,0,,,,Not Found,,
3579,,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,,,0,,,nsira-ossnr,National Security and Intelligence Review Agency,,
3580,,National Seniors Council,Conseil national des aînés,,,0,,,,Not Found,,
3581,,Occupational Health and Safety Tribunal Canada,Tribunal de santé et sécurité au travail Canada,,,0,,,,Not Found,,
3582,,Office of the Chief Military Judge,Le cabinet du juge militaire en chef,,,0,,,,Not Found,,
3583,,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces,Bureau de l'ombudsman de la Défense nationale et des Forces armées canadiennes,,,0,,,ndcfo-odnfc,Office of the Ombudsman for the Department of National Defence and the Canadian Forces,,
3584,,Parliament of Canada,Parlement du Canada,,,0,,,,Not Found,,
3585,,Office of the Procurement Ombudsman,Bureau de l'ombudsman de l'approvisionnement,,,0,,,,Not Found,,
3586,,Prime Minister of Canada,Premier ministre du Canada,,,0,,,,Not Found,,
3587,,Public Servants Disclosure Protection Tribunal Canada,Tribunal de la protection des fonctionnaires divulgateurs Canada,,,0,,,psdpt-tpfd,Not Found,,
3588,,Royal Canadian Air Force,Aviation royale canadienne,,,0,,,,Not Found,,
3589,,Royal Canadian Navy,Marine royale canadienne,,,0,,,,Not Found,,
3590,,Royal Military College of Canada,Collège militaire royal du Canada,,,0,,,,Not Found,,
3591,,Service Canada,Service Canada,,,0,,,,Not Found,,
3592,,Supreme Court of Canada,Cour suprême du Canada,,,0,,,,Not Found,,
3593,,Tax Court of Canada,Cour canadienne de l'impôt,,,0,,,,Not Found,,
3594,,Office of the Taxpayers' Ombudsperson,Bureau de l'ombudsman des contribuables,,,0,,,oto-boc,Not Found,,
3595,,Office of the Veterans' Ombudsman,Bureau de l'ombud des vétérans,,,0,,,ovo-bov,Not Found,,
3596,,Virtual Museum of Canada,Musée virtuel du Canada,,,0,,,,Not Found,,
3599,,Aboriginal Business Canada,Entreprise autochtone Canada,,,0,,,,Not Found,,
3600,,"Appeal Board, Hazardous Materials Information Review Act","Commission d'appel, Loi sur le contrôle des renseignements relatifs aux matières dangereuses",,,0,,,,Not Found,,
3601,,Canada Centre for Inland Waters,Centre canadien des eaux intérieures,,,0,,,,Not Found,,
3602,,Canadian Museum of Contemporary Photography,Musée canadien de la photographie contemporaine,,,0,,,,Not Found,,
3603,,Environmental Protection Tribunal of Canada,Tribunal de la protection de I'environnement du Canada,,,0,,,,Not Found,,
3604,,Geographical Names Board of Canada,La Commission de toponymie du Canada,,,0,,,,Not Found,,
3605,,Geological Survey of Canada,Commission géologique du Canada,,,0,,,,Not Found,,
3606,,Geomatics Canada,Géomatique Canada,,,0,,,,Not Found,,
3607,,Indian Residential Schools Resolution Canada,Résolution des questions des pensionnats indiens Canada,,,0,,,,Not Found,,
3608,,National Advisory Council on Aging,Conseil consultatif national sur le troisième âge,,,0,,,,Not Found,,
3609,,National Advisory Council on Poverty,Conseil national du Bien-être,,,0,,,,Not Found,,
3611,,Office of the Chief Science Advisor of Canada,Bureau du conseiller scientifique en chef du Canada,,,0,,,ocsa-bcsc,Not Found,,
3612,,Policy Horizons Canada,Horizons de politiques Canada,,,0,,,,Not Found,,
3613,,Ship-source Oil Pollution Fund,Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires,,,0,,,sopf-cidp,Not Found,,
3614,,Statute Revision Commission Canada,Commission de révision des lois Canada,,,0,,,,Not Found,,
3615,134,Canadian Dairy Commission,Commission canadienne du lait,,,61,www.cdc-ccl.gc.ca,www.cdc-ccl.gc.ca,,Canadian Dairy Commission,,
3616,,Farm Credit Canada,Financement agricole Canada,,,147,www.fcc-fac.ca,www.fcc-fac.ca,,Farm Credit Canada,,
3618,,Canada Council for the Arts,Conseil des Arts du Canada,,,29,www.canadacouncil.ca,www.conseildesarts.ca,,Canada Council for the Arts,,
3619,,Canadian Broadcasting Corporation,Société Radio-Canada,,,53,www.cbc.radio-canada.ca,www.cbc.radio-canada.ca,,Canadian Broadcasting Corporation,,
3620,,Canadian Museum for Human Rights,Musée canadien des droits de la personne,,,81,www.humanrights.ca,www.droitsdelapersonne.ca,,Canadian Museum for Human Rights,,
3621,,Canadian Museum of History,Musée canadien de l'histoire,,,82,www.historymuseum.ca,www.museedelhistoire.ca,,Not Found,,
3622,,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,,,84,www.pier21.ca,www.quai21.ca,,Canadian Museum of Immigration at Pier 21,,
3623,,Canadian Museum of Nature,Musée canadien de la nature,,,85,www.nature.ca,www.nature.ca,,Canadian Museum of Nature,,
3624,,Canadian Race Relations Foundation,Fondation canadienne des relations raciales,,,92,www.crr.ca,www.crrf-fcrr.ca/fr,,Canadian Race Relations Foundation,,
3625,,National Arts Centre Corporation,Société du Centre national des Arts,,,217,www.nac-cna.ca,www.cna-nac.ca,,National Arts Centre,,
3626,,National Gallery of Canada,Musée des beaux-arts du Canada,,,224,www.gallery.ca,www.beaux-arts.ca,,National Gallery of Canada,,
3627,,National Museum of Science and Technology,Musée national des sciences et de la technologie,,,226,www.techno-science.ca,www.techno-science.ca,,Ingenium   Canada's Museums of Science and Innovation,,
3629,37,Telefilm Canada,Téléfilm Canada,,,315,www.telefilm.ca,www.telefilm.ca,,Telefilm Canada,,
3630,,Toronto Organizing Committee for the 2015 Pan American and Parapan American Games,Comité d'organisation des Jeux panaméricains et parapanaméricains de Toronto 2015,,,320,,,,Not Found,,
3631,91,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,,,42,www.cmhc.ca,www.schl.ca,,Canada Mortgage and Housing Corporation,,
3632,,Social Security Tribunal,Tribunal de la sécurité sociale,,,307,,,,Not Found,,
3633,,Bank of Canada,Banque du Canada,,,15,www.bankofcanada.ca,www.bank-banque-canada.ca,,Bank of Canada,,
3634,,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada,,,30,www.cdic.ca,www.sadc.ca,,Canada Deposit Insurance Corporation,,
3635,,Canada Development Investment Corporation,La Corporation de développement des investissements du Canada,,,31,www.cdev.gc.ca,www.cdev.gc.ca,,Canada Development Investment Corporation,,
3636,,Canada Pension Plan Investment Board,Office d'investissement du régime de pensions du Canada,,,43,www.cppib.com,www.cppib.com/fr/,,Not Found,,
3637,,Royal Canadian Mint,Monnaie royale canadienne,,,294,www.mint.ca,www.monnaie.ca,,RCMH-MRCF Inc. (Royal Canadian Mint),,
3638,,Freshwater Fish Marketing Corporation,Office de commercialisation du poisson d'eau douce,,,157,www.freshwaterfish.com/,www.freshwaterfish.com/fr,,Freshwater Fish Marketing Corporation,,
3639,,Canadian Commercial Corporation,Corporation commerciale canadienne,,,58,www.ccc.ca,www.ccc.ca,,Canadian Commercial Corporation,,
3640,123,Export Development Canada,Exportation et développement Canada,,,146,www.edc.ca,www.edc.ca,,Export Development Canada,,
3641,,International Development Research Centre,Centre de recherches pour le développement international,,,186,www.idrc.ca,www.crdi.ca,,International Development Research Centre,,
3642,,Canada Infrastructure Bank,Banque de l'infrastructure du Canada,,,344,www.infrastructure.gc.ca/CIB-BIC/index-eng.html,www.infrastructure.gc.ca/CIB-BIC/index-fra.html,,Canada Infrastructure Bank,,
3643,,The Jacques-Cartier and Champlain Bridges Inc.,Les Ponts Jacques-Cartier et Champlain Inc.,,,194,www.jacquescartierchamplain.ca,www.jacquescartierchamplain.ca,,Jacques Cartier and Champlain Bridges Incorporated,,
3644,,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,,,339,https://www.gordiehoweinternationalbridge.com/en,https://www.gordiehoweinternationalbridge.com/fr,,Windsor-Detroit Bridge Authority,,
3645,,PPP Canada Inc.,PPP Canada Inc.,,,272,www.p3canada.ca,www.p3canada.ca,,Not Found,,
3646,,Business Development Bank of Canada,Banque de développement du Canada,,,20,www.bdc.ca,www.bdc.ca,,Business Development Bank of Canada,,
3647,,Canadian Tourism Commission,Commission canadienne du tourisme,,,97,en-corporate.canada.travel,fr-corporate.canada.travel,,Destination Canada,,
3648,,Standards Council of Canada,Conseil canadien des normes,,,312,www.scc.ca,www.ccn.ca,,Standards Council of Canada,,
3649,,Atomic Energy of Canada Limited,Énergie atomique du Canada limitée,,,14,www.aecl.ca,www.aecl.ca,,Atomic Energy of Canada Limited,,
3650,,Canada Lands Company Limited,Société immobilière du Canada limitée,,,40,www.clc.ca,www.clc.ca,,Canada Lands Company Limited,,
3651,,Canada Post Corporation,Société canadienne des postes,,,44,www.canadapost.ca,www.postescanada.ca,,Canada Post Corporation,,
3652,,Defence Construction (1951) Limited,Construction de Défense (1951) Limitée,,,119,https://www.dcc-cdc.gc.ca/,https://www.cdc-dcc.gc.ca/,,Defence Construction Canada,,
3653,,National Capital Commission,Commission de la capitale nationale,,,219,www.ncc-ccn.gc.ca,www.ccn-ncc.gc.ca,,National Capital Commission,,
3654,,Atlantic Pilotage Authority,Administration de pilotage de l'Atlantique,,,13,www.atlanticpilotage.com,www.atlanticpilotage.com,,Atlantic Pilotage Authority Canada,,
3655,,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,,,51,www.catsa.gc.ca,www.acsta.gc.ca,,Canadian Air Transport Security Authority,,
3656,,Great Lakes Pilotage Authority,Administration de pilotage des Grands Lacs,,,163,www.glpa-apgl.com,www.glpa-apgl.com,,Great Lakes Pilotage Authority,,
3657,,Laurentian Pilotage Authority,Administration de pilotage des Laurentides,,,197,www.pilotagestlaurent.gc.ca,www.pilotagestlaurent.gc.ca,,Laurentian Pilotage Authority Canada,,
3658,,Marine Atlantic Inc.,Marine Atlantique S.C.C.,,,202,www.marine-atlantic.ca,www.marine-atlantic.ca,,Marine Atlantic Inc,,
